"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.12.2017","250,00","251,50","252,50","249,50","13,13B","-0,79%"
"14.12.2017","252,00","250,75","254,30","244,75","34,37B","0,60%"
"13.12.2017","250,50","254,55","256,25","250,50","24,03B","-2,24%"
"12.12.2017","256,25","256,75","257,00","254,20","9,46B","0,06%"
"11.12.2017","256,10","254,30","256,50","253,55","14,93B","1,11%"
"08.12.2017","253,30","255,15","257,35","253,30","6,71B","-0,73%"
"07.12.2017","255,15","258,40","258,40","254,40","9,20B","-0,91%"
"06.12.2017","257,50","253,95","259,15","253,20","8,12B","1,26%"
"05.12.2017","254,30","254,55","256,55","252,95","7,48B","-0,27%"
"04.12.2017","255,00","256,55","258,10","254,55","10,38B","-1,16%"
"01.12.2017","258,00","255,45","259,70","250,55","25,52B","1,61%"
"30.11.2017","253,90","261,65","261,65","251,95","19,30B","-2,72%"
"29.11.2017","261,00","264,90","264,90","261,00","6,83B","-1,14%"
"28.11.2017","264,00","263,30","267,25","261,95","10,51B","0,25%"
"27.11.2017","263,35","266,60","267,15","261,80","7,69B","-1,33%"
"24.11.2017","266,90","260,70","267,50","260,70","18,57B","2,22%"
"23.11.2017","261,10","263,50","264,50","258,70","8,14B","-1,29%"
"22.11.2017","264,50","266,90","266,90","261,00","12,90B","-0,56%"
"21.11.2017","266,00","271,00","272,50","263,30","22,71B","-1,44%"
"20.11.2017","269,90","266,75","273,75","265,55","24,38B","1,12%"
"17.11.2017","266,90","262,50","269,00","260,55","40,60B","2,56%"
"16.11.2017","260,25","276,95","277,45","250,50","113,67B","-6,20%"
"15.11.2017","277,45","293,45","295,05","277,45","29,55B","-5,63%"
"14.11.2017","294,00","299,55","300,80","294,00","24,03B","-2,02%"
"13.11.2017","300,05","300,50","303,60","300,05","7,09B","-0,17%"
"10.11.2017","300,55","306,80","306,80","300,50","10,77B","-1,89%"
"09.11.2017","306,35","301,40","312,05","300,60","31,42B","1,95%"
"08.11.2017","300,50","302,55","304,45","300,50","7,28B","-1,07%"
"07.11.2017","303,75","299,65","305,00","298,50","16,91B","2,10%"
"03.11.2017","297,50","298,75","301,85","297,50","7,69B","-0,44%"
"02.11.2017","298,80","299,95","300,15","296,75","6,26B","-0,32%"
"01.11.2017","299,75","301,05","303,75","299,55","7,53B","-0,08%"
"31.10.2017","300,00","302,15","302,90","300,00","6,55B","-0,38%"
"30.10.2017","301,15","303,00","303,45","301,15","5,00B","-0,43%"
"27.10.2017","302,45","302,25","304,20","301,75","6,85B","0,45%"
"26.10.2017","301,10","303,10","303,40","301,10","5,23B","-0,35%"
"25.10.2017","302,15","306,10","307,00","302,15","7,39B","-1,00%"
"24.10.2017","305,20","301,25","305,20","300,75","5,62B","1,31%"
"23.10.2017","301,25","302,45","303,45","301,00","4,08B","0,00%"
"20.10.2017","301,25","302,00","303,50","301,05","5,49B","0,07%"
"19.10.2017","301,05","302,05","303,40","301,00","7,37B","-0,03%"
"18.10.2017","301,15","303,90","305,25","301,15","5,54B","-0,61%"
"17.10.2017","303,00","305,85","306,10","301,45","5,26B","-0,90%"
"16.10.2017","305,75","305,65","307,50","304,85","6,31B","0,25%"
"13.10.2017","305,00","306,70","307,45","304,20","6,11B","-0,33%"
"12.10.2017","306,00","305,80","307,80","305,50","7,09B","0,03%"
"11.10.2017","305,90","308,45","308,55","305,90","14,96B","-0,65%"
"10.10.2017","307,90","308,05","309,00","306,55","6,06B","0,02%"
"09.10.2017","307,85","307,95","309,50","306,75","6,81B","0,20%"
"06.10.2017","307,25","306,30","310,50","306,30","18,46B","0,41%"
"05.10.2017","306,00","307,25","307,30","303,55","12,81B","-0,33%"
"04.10.2017","307,00","306,00","307,95","306,00","5,94B","-0,34%"
"03.10.2017","308,05","307,75","310,00","307,05","5,86B","0,28%"
"02.10.2017","307,20","308,50","310,85","306,20","10,80B","-0,24%"
"29.09.2017","307,95","310,25","311,25","307,95","4,17B","-0,52%"
"28.09.2017","309,55","309,00","311,20","308,25","7,39B","0,45%"
"27.09.2017","308,15","311,65","313,75","307,85","11,27B","-1,12%"
"26.09.2017","311,65","313,05","314,25","310,55","13,01B","-0,34%"
"25.09.2017","312,70","306,70","313,95","305,95","11,60B","2,04%"
"22.09.2017","306,45","307,80","309,70","305,25","11,14B","-0,55%"
"21.09.2017","308,15","308,90","309,75","306,30","11,16B","-0,28%"
"20.09.2017","309,00","309,90","309,95","305,50","12,84B","-0,13%"
"19.09.2017","309,40","311,35","313,70","306,85","9,89B","-0,63%"
"18.09.2017","311,35","310,55","312,40","309,95","5,78B","1,09%"
"15.09.2017","308,00","313,90","318,95","308,00","14,55B","-2,05%"
"14.09.2017","314,45","313,00","316,75","311,00","9,70B","0,80%"
"13.09.2017","311,95","318,65","324,20","311,95","21,83B","-2,10%"
"12.09.2017","318,65","311,00","321,35","310,05","20,74B","2,61%"
"11.09.2017","310,55","310,00","312,85","306,75","13,18B","0,83%"
"08.09.2017","308,00","301,10","309,25","300,50","12,83B","2,50%"
"07.09.2017","300,50","301,25","305,00","300,50","8,17B","-0,17%"
"06.09.2017","301,00","300,00","303,60","296,50","15,07B","0,17%"
"05.09.2017","300,50","308,35","310,20","298,50","27,21B","-2,48%"
"04.09.2017","308,15","315,10","317,85","308,15","20,68B","-2,87%"
"01.09.2017","317,25","323,50","334,15","316,55","31,20B","-1,72%"
"31.08.2017","322,80","325,00","326,50","320,55","17,85B","-0,37%"
"30.08.2017","324,00","300,35","324,85","299,95","34,75B","8,02%"
"29.08.2017","299,95","299,95","301,95","297,85","6,77B","-0,30%"
"28.08.2017","300,85","301,65","301,65","298,35","5,30B","-0,05%"
"25.08.2017","301,00","304,80","307,20","299,50","9,93B","-1,18%"
"24.08.2017","304,60","302,45","305,25","301,40","5,98B","0,73%"
"23.08.2017","302,40","297,10","302,40","295,00","6,90B","1,82%"
"22.08.2017","297,00","297,35","297,75","296,20","1,99B","0,25%"
"21.08.2017","296,25","298,20","298,70","296,15","3,26B","-0,34%"
"18.08.2017","297,25","299,50","300,00","295,50","6,45B","-0,92%"
"17.08.2017","300,00","301,00","302,50","300,00","3,09B","-0,61%"
"16.08.2017","301,85","305,00","306,00","300,45","5,19B","-1,07%"
"15.08.2017","305,10","302,60","306,50","300,80","6,65B","0,86%"
"14.08.2017","302,50","301,25","304,60","300,75","3,31B","0,83%"
"11.08.2017","300,00","302,00","304,25","297,00","10,18B","-1,12%"
"10.08.2017","303,40","309,90","310,90","301,15","7,54B","-2,11%"
"09.08.2017","309,95","309,80","313,90","306,50","13,47B","-0,11%"
"08.08.2017","310,30","311,00","314,75","310,10","14,34B","-0,08%"
"07.08.2017","310,55","304,95","310,55","304,35","5,19B","2,12%"
"04.08.2017","304,10","308,55","309,15","303,15","6,56B","-1,68%"
"03.08.2017","309,30","308,50","314,30","307,05","8,48B","0,24%"
"02.08.2017","308,55","301,00","310,75","300,00","13,16B","2,76%"
"01.08.2017","300,25","299,00","303,45","296,70","8,40B","0,60%"
"31.07.2017","298,45","305,65","305,75","294,05","15,19B","-1,99%"
"28.07.2017","304,50","317,00","317,00","303,85","41,41B","-3,96%"
"27.07.2017","317,05","318,85","319,80","316,65","6,05B","-0,30%"
"26.07.2017","318,00","317,15","318,70","316,00","4,73B","0,16%"
"25.07.2017","317,50","317,50","318,00","315,20","9,87B","0,00%"
"24.07.2017","317,50","318,00","319,50","315,55","7,71B","-0,36%"
"21.07.2017","318,65","324,40","325,30","318,05","5,53B","-1,80%"
"20.07.2017","324,50","320,70","326,90","319,10","10,01B","1,25%"
"19.07.2017","320,50","317,25","320,50","315,55","5,64B","0,94%"
"18.07.2017","317,50","318,95","319,55","315,15","7,75B","-0,58%"
"17.07.2017","319,35","319,15","320,45","317,50","4,30B","0,11%"
"14.07.2017","319,00","318,35","320,05","318,35","4,28B","0,14%"
"13.07.2017","318,55","319,75","321,40","318,00","5,70B","-0,45%"
"12.07.2017","320,00","319,35","322,50","317,50","10,57B","0,20%"
"11.07.2017","319,35","319,65","320,15","315,85","5,03B","0,11%"
"10.07.2017","319,00","318,50","321,00","317,55","5,63B","0,19%"
"07.07.2017","318,40","318,25","320,75","317,30","5,97B","-0,30%"
"06.07.2017","319,35","320,25","321,25","316,80","6,72B","-0,20%"
"05.07.2017","320,00","321,10","322,80","319,30","6,77B","-0,62%"
"04.07.2017","322,00","322,15","324,75","321,25","4,77B","0,16%"
"03.07.2017","321,50","319,60","322,10","319,35","5,48B","0,47%"
"30.06.2017","320,00","318,55","322,50","317,95","9,06B","0,16%"
"29.06.2017","319,50","319,10","320,15","316,85","9,96B","0,16%"
"28.06.2017","319,00","315,50","319,00","314,05","9,99B","0,66%"
"27.06.2017","316,90","317,20","317,90","314,60","13,02B","-0,17%"
"26.06.2017","317,45","320,60","322,50","317,45","4,34B","-0,80%"
"23.06.2017","320,00","319,40","320,85","315,90","14,03B","0,16%"
"22.06.2017","319,50","315,75","320,50","312,70","18,91B","0,88%"
"21.06.2017","316,70","318,25","319,45","315,75","5,49B","-0,88%"
"20.06.2017","319,50","316,60","319,50","313,25","20,21B","1,08%"
"19.06.2017","316,10","319,40","319,50","315,25","9,89B","-1,06%"
"16.06.2017","319,50","319,15","320,90","314,00","28,03B","0,00%"
"15.06.2017","319,50","318,50","319,70","308,90","43,95B","-0,16%"
"14.06.2017","320,00","322,85","322,85","316,60","8,55B","-0,78%"
"13.06.2017","322,50","326,25","327,50","322,50","6,61B","-1,15%"
"09.06.2017","326,25","322,25","326,25","321,20","7,65B","1,16%"
"08.06.2017","322,50","321,50","324,65","320,00","8,02B","0,61%"
"07.06.2017","320,55","321,75","323,50","320,55","5,52B","-0,37%"
"06.06.2017","321,75","324,05","325,85","321,65","3,23B","-1,08%"
"05.06.2017","325,25","326,05","328,40","322,50","5,69B","-0,23%"
"02.06.2017","326,00","324,45","326,00","317,85","10,72B","0,73%"
"01.06.2017","323,65","329,45","333,35","321,15","9,32B","-2,15%"
"31.05.2017","330,75","328,65","333,45","325,40","7,96B","0,32%"
"30.05.2017","329,70","329,90","330,75","326,75","4,23B","-0,09%"
"29.05.2017","330,00","332,00","332,50","328,85","1,84B","-0,56%"
"26.05.2017","331,85","335,00","335,00","329,35","6,08B","-0,85%"
"25.05.2017","334,70","335,25","337,25","332,40","4,22B","-0,12%"
"24.05.2017","335,10","336,05","340,60","333,05","16,33B","-0,28%"
"23.05.2017","336,05","327,55","336,20","327,55","6,67B","2,38%"
"22.05.2017","328,25","334,60","334,60","328,25","7,49B","-1,11%"
"19.05.2017","331,95","328,25","337,25","327,00","14,23B","1,30%"
"18.05.2017","327,70","330,25","333,50","325,85","11,38B","-1,59%"
"17.05.2017","333,00","334,00","335,00","330,50","8,45B","-0,60%"
"16.05.2017","335,00","333,00","342,35","331,35","20,24B","0,60%"
"15.05.2017","333,00","328,15","337,40","328,15","5,94B","1,42%"
"12.05.2017","328,35","330,20","330,70","327,25","3,73B","-0,33%"
"11.05.2017","329,45","333,85","335,30","329,30","5,15B","-1,51%"
"10.05.2017","334,50","329,85","334,50","327,60","6,83B","1,78%"
"05.05.2017","328,65","332,00","332,05","326,95","13,38B","-2,04%"
"04.05.2017","335,50","338,00","342,15","335,00","9,32B","-0,59%"
"03.05.2017","337,50","335,90","340,50","330,40","9,06B","0,19%"
"02.05.2017","336,85","334,60","338,85","333,60","5,99B","0,99%"
"28.04.2017","333,55","335,15","338,75","331,55","8,45B","0,00%"
"27.04.2017","333,55","341,25","343,00","333,20","9,74B","-2,51%"
"26.04.2017","342,15","332,25","342,50","330,50","14,62B","3,49%"
"25.04.2017","330,60","325,75","335,50","325,10","13,07B","1,49%"
"24.04.2017","325,75","328,05","328,50","325,00","6,21B","0,23%"
"21.04.2017","325,00","322,50","329,40","320,75","10,82B","0,93%"
"20.04.2017","322,00","318,55","322,00","316,75","11,82B","0,63%"
"19.04.2017","320,00","319,70","320,00","317,50","7,64B","0,00%"
"18.04.2017","320,00","322,20","322,20","316,25","7,03B","-0,31%"
"17.04.2017","321,00","318,80","321,60","316,85","3,22B","0,17%"
"14.04.2017","320,45","317,80","320,50","314,60","5,41B","0,14%"
"13.04.2017","320,00","319,90","321,95","314,35","16,46B","-0,16%"
"12.04.2017","320,50","325,90","325,90","316,50","9,80B","-1,23%"
"11.04.2017","324,50","322,45","325,00","319,00","25,62B","0,26%"
"10.04.2017","323,65","326,10","327,50","317,80","15,33B","-1,31%"
"07.04.2017","327,95","328,95","330,70","326,25","10,67B","-0,85%"
"06.04.2017","330,75","333,95","334,25","329,75","8,61B","-1,12%"
"05.04.2017","334,50","336,70","339,20","334,30","7,94B","-0,30%"
"04.04.2017","335,50","333,30","336,05","331,40","7,30B","0,36%"
"03.04.2017","334,30","331,25","334,30","327,90","8,16B","0,92%"
"31.03.2017","331,25","334,60","335,65","329,10","7,52B","-0,82%"
"30.03.2017","334,00","330,55","335,00","329,40","6,07B","0,92%"
"29.03.2017","330,95","328,15","331,00","327,00","4,19B","1,02%"
"28.03.2017","327,60","326,25","329,45","325,60","6,14B","0,03%"
"27.03.2017","327,50","330,00","330,95","324,25","7,70B","-1,36%"
"24.03.2017","332,00","332,75","333,90","328,90","6,34B","-0,57%"
"23.03.2017","333,90","334,85","336,50","330,55","4,70B","-0,28%"
"22.03.2017","334,85","331,45","334,90","327,85","8,31B","0,25%"
"21.03.2017","334,00","336,50","338,30","331,30","8,74B","-0,60%"
"20.03.2017","336,00","331,25","336,45","330,25","14,63B","1,43%"
"17.03.2017","331,25","325,15","331,50","325,15","12,91B","1,15%"
"16.03.2017","327,50","328,85","330,15","322,75","17,12B","0,55%"
"15.03.2017","325,70","326,00","328,85","325,15","6,36B","0,12%"
"14.03.2017","325,30","326,25","327,75","324,10","7,75B","-0,31%"
"13.03.2017","326,30","325,25","328,00","321,35","9,47B","0,32%"
"10.03.2017","325,25","322,55","328,50","320,80","25,38B","0,70%"
"09.03.2017","323,00","326,80","332,00","317,50","50,22B","-2,12%"
"07.03.2017","330,00","329,50","330,00","323,80","18,45B","0,00%"
"06.03.2017","330,00","329,80","331,45","326,55","8,21B","0,00%"
"03.03.2017","330,00","329,75","330,00","322,50","16,18B","0,00%"
"02.03.2017","330,00","335,55","337,35","328,60","11,01B","-1,86%"
"01.03.2017","336,25","330,50","336,25","330,45","9,01B","1,77%"
"28.02.2017","330,40","332,75","334,85","327,50","12,86B","-1,00%"
"27.02.2017","333,75","335,75","336,00","330,55","15,74B","-0,60%"
"24.02.2017","335,75","337,20","337,20","333,75","3,72B","-0,40%"
"22.02.2017","337,10","339,65","339,65","334,75","7,04B","-0,74%"
"21.02.2017","339,60","340,35","341,00","336,80","4,57B","-0,10%"
"20.02.2017","339,95","341,00","341,95","339,25","4,26B","0,09%"
"17.02.2017","339,65","341,25","341,25","337,75","11,27B","-0,09%"
"16.02.2017","339,95","340,00","340,90","337,95","4,33B","0,32%"
"15.02.2017","338,85","338,55","344,25","336,00","9,11B","-0,16%"
"14.02.2017","339,40","338,60","341,25","336,10","7,01B","-0,41%"
"13.02.2017","340,80","342,50","344,30","338,25","9,53B","-0,39%"
"10.02.2017","342,15","343,50","344,35","341,30","3,69B","-0,39%"
"09.02.2017","343,50","344,00","344,60","340,10","5,85B","0,00%"
"08.02.2017","343,50","343,90","344,60","341,50","5,29B","-0,13%"
"07.02.2017","343,95","343,80","344,75","342,20","4,17B","0,16%"
"06.02.2017","343,40","348,00","348,00","342,15","6,65B","-0,88%"
"03.02.2017","346,45","345,20","346,75","344,25","7,75B","0,29%"
"02.02.2017","345,45","347,40","348,00","343,40","7,28B","-0,55%"
"01.02.2017","347,35","344,95","347,45","344,10","6,81B","0,72%"
"31.01.2017","344,85","346,50","348,50","342,55","9,95B","-0,62%"
"30.01.2017","347,00","349,25","353,75","346,75","14,94B","-0,43%"
"27.01.2017","348,50","346,85","350,75","344,25","28,13B","0,88%"
"26.01.2017","345,45","343,50","349,75","343,10","28,67B","0,86%"
"25.01.2017","342,50","343,25","346,00","341,35","12,13B","0,00%"
"24.01.2017","342,50","343,40","346,50","341,80","12,88B","-0,26%"
"23.01.2017","343,40","343,50","343,50","339,25","7,11B","0,37%"
"20.01.2017","342,15","343,25","344,55","340,30","8,09B","-0,38%"
"19.01.2017","343,45","343,10","344,95","342,00","12,39B","0,12%"
"18.01.2017","343,05","348,50","348,70","341,85","22,29B","-0,87%"
"17.01.2017","346,05","347,80","349,45","345,50","6,15B","-0,29%"
"16.01.2017","347,05","346,50","351,35","344,50","7,95B","0,23%"
"13.01.2017","346,25","348,50","349,75","342,05","16,57B","-0,43%"
"12.01.2017","347,75","352,35","352,35","346,55","11,41B","-0,94%"
"11.01.2017","351,05","355,30","358,75","349,60","17,92B","-1,46%"
"10.01.2017","356,25","353,95","357,00","352,00","17,93B","0,95%"
"09.01.2017","352,90","356,70","359,35","351,65","8,23B","-0,55%"
"06.01.2017","354,85","357,75","357,75","354,00","11,62B","-0,73%"
"05.01.2017","357,45","366,30","366,60","355,25","14,36B","-2,27%"
"04.01.2017","365,75","369,90","371,65","363,75","13,48B","-1,16%"
"03.01.2017","370,05","369,00","372,50","366,30","17,91B","0,01%"
"30.12.2016","370,00","369,95","375,00","364,50","55,75B","0,01%"
"29.12.2016","369,95","364,50","371,20","364,25","30,27B","1,33%"
"28.12.2016","365,10","363,95","368,50","362,50","12,58B","0,33%"
"27.12.2016","363,90","357,50","364,20","357,00","7,28B","2,08%"
"26.12.2016","356,50","361,45","362,35","356,50","3,98B","-1,03%"
"23.12.2016","360,20","357,55","364,45","355,75","10,70B","0,76%"
"22.12.2016","357,50","359,30","359,45","355,50","8,86B","-0,35%"
"21.12.2016","358,75","363,50","365,95","357,85","10,85B","-1,16%"
"20.12.2016","362,95","362,75","366,10","359,50","9,80B","0,06%"
"19.12.2016","362,75","368,70","373,90","361,45","18,71B","-1,56%"
"16.12.2016","368,50","362,75","374,75","357,55","38,97B","1,94%"
"15.12.2016","361,50","358,00","364,40","354,00","36,90B","0,03%"
"14.12.2016","361,40","368,00","371,75","357,60","22,19B","-1,79%"
"13.12.2016","368,00","368,00","372,25","361,10","24,90B","0,27%"
"12.12.2016","367,00","379,45","381,50","365,75","46,66B","-2,43%"
"09.12.2016","376,15","347,50","376,25","346,05","66,91B","9,03%"
"08.12.2016","345,00","342,20","351,50","339,50","40,88B","1,25%"
"07.12.2016","340,75","340,25","342,80","340,25","7,80B","0,22%"
"06.12.2016","340,00","344,00","345,40","339,00","37,01B","-0,96%"
"05.12.2016","343,30","343,00","345,90","341,80","9,48B","0,45%"
"02.12.2016","341,75","342,45","345,95","339,20","26,58B","0,06%"
"01.12.2016","341,55","348,40","348,40","341,00","25,97B","-1,57%"
"30.11.2016","347,00","345,00","347,25","340,50","25,65B","0,93%"
"29.11.2016","343,80","341,50","345,55","341,10","5,44B","0,01%"
"28.11.2016","343,75","342,80","346,25","341,30","7,70B","0,36%"
"25.11.2016","342,50","341,55","344,25","340,45","4,06B","0,29%"
"24.11.2016","341,50","344,25","344,75","339,00","15,84B","-0,65%"
"23.11.2016","343,75","342,95","344,25","341,85","4,89B","0,79%"
"22.11.2016","341,05","344,00","349,50","339,50","30,75B","-0,42%"
"21.11.2016","342,50","341,45","343,45","340,20","9,89B","1,11%"
"18.11.2016","338,75","340,00","341,10","338,65","3,58B","-0,40%"
"17.11.2016","340,10","340,75","342,20","339,15","6,56B","-0,19%"
"16.11.2016","340,75","341,50","344,95","339,10","14,01B","0,16%"
"15.11.2016","340,20","341,60","344,50","339,15","11,54B","0,07%"
"14.11.2016","339,95","343,95","349,85","339,95","15,08B","-0,32%"
"11.11.2016","341,05","344,50","345,40","340,90","8,10B","-0,81%"
"10.11.2016","343,85","346,55","351,45","343,85","22,17B","-0,62%"
"09.11.2016","346,00","335,00","348,65","334,95","21,80B","1,81%"
"08.11.2016","339,85","338,85","340,95","337,85","4,22B","0,65%"
"07.11.2016","337,65","339,95","341,95","337,65","6,62B","-0,01%"
"03.11.2016","337,70","338,00","339,25","335,75","5,07B","0,06%"
"02.11.2016","337,50","341,50","343,30","337,50","5,54B","-1,85%"
"01.11.2016","343,85","340,00","345,35","340,00","6,10B","1,51%"
"31.10.2016","338,75","340,85","341,15","338,25","6,56B","-0,69%"
"28.10.2016","341,10","340,90","343,25","338,75","5,83B","0,31%"
"27.10.2016","340,05","345,75","347,45","340,05","6,40B","-1,65%"
"26.10.2016","345,75","345,60","349,35","342,55","7,55B","-0,14%"
"25.10.2016","346,25","344,30","349,75","339,60","11,81B","0,67%"
"24.10.2016","343,95","336,70","344,35","336,70","7,42B","1,87%"
"21.10.2016","337,65","336,00","338,20","334,15","3,76B","0,57%"
"20.10.2016","335,75","344,00","344,45","335,75","9,96B","-2,26%"
"19.10.2016","343,50","340,60","344,55","339,65","4,79B","0,96%"
"18.10.2016","340,25","339,70","341,55","338,25","4,66B","0,73%"
"17.10.2016","337,80","340,00","340,90","337,00","6,55B","-0,35%"
"14.10.2016","339,00","342,80","343,00","337,75","5,75B","-1,30%"
"13.10.2016","343,45","342,65","345,80","339,80","7,80B","-0,59%"
"12.10.2016","345,50","350,50","352,90","343,75","9,57B","-1,57%"
"11.10.2016","351,00","353,25","354,65","347,75","11,45B","-0,79%"
"10.10.2016","353,80","351,55","353,95","345,40","15,87B","0,83%"
"07.10.2016","350,90","350,75","355,00","347,95","7,18B","0,04%"
"06.10.2016","350,75","350,00","352,15","349,00","4,22B","0,07%"
"05.10.2016","350,50","357,40","357,40","350,00","9,38B","-1,89%"
"04.10.2016","357,25","359,70","359,95","357,25","4,24B","-0,53%"
"03.10.2016","359,15","360,50","360,70","354,00","8,74B","-0,37%"
"30.09.2016","360,50","364,15","366,15","357,00","13,63B","-1,64%"
"29.09.2016","366,50","367,00","369,40","366,45","7,09B","0,80%"
"28.09.2016","363,60","364,50","367,25","362,75","8,59B","-0,38%"
"27.09.2016","365,00","375,30","375,70","365,00","12,92B","-2,41%"
"26.09.2016","374,00","374,20","376,50","371,25","11,55B","-0,65%"
"23.09.2016","376,45","377,60","379,25","375,60","8,48B","-0,74%"
"22.09.2016","379,25","375,30","379,25","371,60","10,98B","1,53%"
"21.09.2016","373,55","373,85","375,15","370,90","8,38B","0,28%"
"20.09.2016","372,50","371,00","372,50","364,50","11,57B","0,00%"
"19.09.2016","372,50","375,00","377,30","372,00","8,56B","-0,67%"
"16.09.2016","375,00","373,00","378,00","372,50","16,98B","0,54%"
"15.09.2016","373,00","372,50","373,50","350,05","13,26B","0,13%"
"14.09.2016","372,50","372,75","374,00","370,55","12,23B","-0,07%"
"13.09.2016","372,75","375,90","377,95","372,50","11,60B","-0,60%"
"12.09.2016","375,00","380,30","383,95","371,45","27,62B","-2,28%"
"09.09.2016","383,75","379,15","383,75","374,00","20,19B","0,48%"
"08.09.2016","381,90","378,65","383,85","376,15","15,97B","1,23%"
"07.09.2016","377,25","372,65","378,95","371,30","23,18B","1,62%"
"06.09.2016","371,25","370,05","371,90","364,60","18,54B","0,47%"
"05.09.2016","369,50","370,15","374,35","363,75","21,33B","0,20%"
"02.09.2016","368,75","352,35","370,95","350,70","60,59B","5,06%"
"01.09.2016","351,00","341,50","352,25","340,60","17,00B","2,50%"
"31.08.2016","342,45","340,00","343,45","340,00","12,79B","0,43%"
"30.08.2016","341,00","337,00","341,85","335,35","14,68B","1,22%"
"29.08.2016","336,90","333,60","336,90","333,35","4,79B","0,42%"
"26.08.2016","335,50","336,15","337,95","333,15","10,49B","-0,59%"
"25.08.2016","337,50","336,00","338,00","333,75","6,06B","0,45%"
"24.08.2016","336,00","336,50","336,90","333,25","3,91B","-0,43%"
"23.08.2016","337,45","334,00","337,80","333,00","6,65B","0,73%"
"22.08.2016","335,00","333,65","335,00","332,10","7,02B","0,00%"
"19.08.2016","335,00","334,40","335,85","331,00","15,36B","0,00%"
"18.08.2016","335,00","335,00","335,90","332,50","6,23B","0,00%"
"17.08.2016","335,00","334,15","335,00","330,60","10,82B","0,60%"
"16.08.2016","333,00","337,10","339,35","331,10","27,59B","-1,19%"
"15.08.2016","337,00","340,95","341,50","333,00","27,00B","-0,88%"
"12.08.2016","340,00","339,50","341,10","338,20","6,89B","0,34%"
"11.08.2016","338,85","337,50","339,10","333,85","7,56B","0,10%"
"10.08.2016","338,50","339,65","340,75","336,05","5,91B","0,07%"
"09.08.2016","338,25","340,00","340,90","336,55","4,29B","-0,59%"
"08.08.2016","340,25","339,25","341,85","336,50","4,59B","0,64%"
"05.08.2016","338,10","342,75","344,75","335,50","12,72B","-1,14%"
"04.08.2016","342,00","336,65","343,00","335,25","11,26B","1,85%"
"03.08.2016","335,80","335,95","336,55","333,00","4,00B","-0,04%"
"02.08.2016","335,95","334,80","336,95","332,00","8,82B","0,40%"
"01.08.2016","334,60","339,65","341,05","332,75","6,05B","-0,73%"
"29.07.2016","337,05","341,25","341,90","336,60","8,04B","-1,13%"
"28.07.2016","340,90","342,90","342,90","339,35","5,05B","-0,47%"
"27.07.2016","342,50","339,80","342,70","338,75","5,15B","1,17%"
"26.07.2016","338,55","339,40","341,00","335,60","4,66B","-0,34%"
"25.07.2016","339,70","337,20","341,00","336,00","5,47B","1,24%"
"22.07.2016","335,55","336,95","339,35","335,55","3,58B","-0,71%"
"21.07.2016","337,95","336,15","338,15","334,45","4,01B","1,03%"
"20.07.2016","334,50","335,55","338,35","333,05","7,33B","-1,04%"
"19.07.2016","338,00","342,65","342,65","334,00","18,75B","-1,67%"
"18.07.2016","343,75","341,15","344,10","339,30","7,17B","0,63%"
"15.07.2016","341,60","341,50","342,85","338,00","6,86B","-0,25%"
"14.07.2016","342,45","339,50","342,45","338,20","6,72B","1,47%"
"13.07.2016","337,50","345,30","346,80","337,40","12,10B","-2,24%"
"12.07.2016","345,25","345,25","349,70","344,05","8,53B","0,23%"
"11.07.2016","344,45","342,50","347,35","339,75","6,74B","1,03%"
"08.07.2016","340,95","337,65","342,50","337,55","7,15B","0,21%"
"07.07.2016","340,25","337,50","346,85","336,95","15,04B","1,22%"
"06.07.2016","336,15","333,80","337,00","332,70","5,46B","0,33%"
"05.07.2016","335,05","336,10","336,90","333,50","3,59B","-0,56%"
"04.07.2016","336,95","338,50","339,40","334,50","4,50B","0,06%"
"01.07.2016","336,75","336,75","340,25","335,50","6,82B","-0,96%"
"30.06.2016","340,00","344,00","345,00","336,55","10,22B","-1,02%"
"29.06.2016","343,50","338,90","343,50","337,75","7,50B","1,58%"
"28.06.2016","338,15","337,30","338,70","332,75","10,35B","0,94%"
"27.06.2016","335,00","342,70","343,80","335,00","8,71B","-2,59%"
"24.06.2016","343,90","342,30","343,90","332,50","16,28B","-1,04%"
"23.06.2016","347,50","346,75","348,70","341,70","5,58B","0,72%"
"22.06.2016","345,00","350,90","352,15","344,00","9,01B","-1,68%"
"21.06.2016","350,90","348,10","352,25","345,50","6,17B","0,27%"
"20.06.2016","349,95","348,10","351,90","346,30","5,86B","1,43%"
"17.06.2016","345,00","347,85","353,50","341,75","13,22B","-0,29%"
"16.06.2016","346,00","347,65","349,95","338,80","17,53B","-1,33%"
"15.06.2016","350,65","354,00","358,75","350,25","19,09B","-1,23%"
"14.06.2016","355,00","361,30","363,60","352,50","27,50B","-2,47%"
"10.06.2016","364,00","363,00","365,50","357,70","24,28B","-0,27%"
"09.06.2016","365,00","360,25","367,95","360,25","27,80B","1,39%"
"08.06.2016","360,00","352,85","360,50","348,15","17,45B","2,42%"
"07.06.2016","351,50","346,60","354,30","346,00","14,72B","1,15%"
"06.06.2016","347,50","341,00","349,50","340,40","9,26B","1,61%"
"03.06.2016","342,00","340,25","344,40","339,60","11,24B","0,71%"
"02.06.2016","339,60","342,70","343,00","338,85","8,14B","-0,59%"
"01.06.2016","341,60","342,40","344,10","339,70","12,64B","-0,12%"
